"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-08-30","7.83"," 1521"," 1521","0.00",,,,"78","52",,"  290","  290","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-08-31","10.07"," 1447"," 1745","0.00",,,,"77","54",,"  290","  290","0.0","23.0","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-01","10.74"," 1550"," 1722","0.00",,,,"69","55",,"  300","  300","0.0","23.0","25.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-02","13.42"," 1711"," 1559","0.00",,,,"66","55",,"  280","  290","0.0","25.9","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-03","12.08"," 1607"," 1606","0.00",,,,"65","55",,"  280","  280","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-04","12.97"," 1610"," 1557","0.00",,,,"65","54",,"  290","  290","0.0","25.1","29.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-05","11.63"," 1554"," 1546","0.00",,,,"71","53",,"  290","  290","0.0","25.1","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-06","12.30"," 1755"," 1730","0.00",,,,"66","53",,"  290","  290","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-07","10.29"," 1700"," 1800","0.00",,,,"70","53",,"  300","  300","0.0","21.9","23.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-08","12.53"," 1531"," 1450","0.00",,,,"64","56",,"  250","  240","0.0","21.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-09","10.29"," 1529"," 1513","0.00",,,,"67","53",,"  270","  270","0.0","23.9","29.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-10","9.40"," 1641"," 1704","0.00",,,,"68","53",,"  290","  290","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-11","8.05"," 1616"," 1616","0.00",,,,"78","52",,"  280","  270","0.0","25.1","32.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-12","8.28"," 2355",,"0.00",,,,"83","55",,"  280",,"0.0","21.9",,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-13","14.32"," 1441"," 1411","0.00",,,,"70","55",,"  290","  290","0.0","25.1","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-14","12.75"," 1930"," 2056","0.00",,,,"66","54",,"  260","  260","0.0","32.0","38.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-15","21.92"," 1729"," 1703","0.00",,,,"66","54",,"  270","  280","0.0","32.0","38.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-16","8.05"," 1703"," 1702","0.00",,,,"74","49",,"  280","  280","0.0","23.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-17","6.71"," 1834"," 1756","0.00",,,,"81","53",,"  290","  290","0.0","21.0","23.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-18","12.30"," 1441"," 1439","0.00",,,,"76","57",,"  280","  280","0.0","25.9","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-19","10.74"," 1950"," 1951","0.00",,,,"68","55",,"  270","  270","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-20","8.05"," 1555"," 1627","0.00",,,,"79","52",,"  290","  280","0.0","25.1","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-21","13.42"," 1555"," 1621","0.00",,,,"73","54",,"  270","  270","0.0","28.0","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-22","9.40"," 1647"," 1653","0.00",,,,"78","52",,"  270","  270","0.0","21.0","23.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-23","9.62"," 1550"," 1442","0.00",,,,"74","55",,"  300","  280","0.0","23.9","29.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-24","8.50"," 1512"," 1511","0.00",,,,"76","53",,"  290","  290","0.0","21.9","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-25","8.50"," 1741"," 1758","0.00",,,,"81","54",,"  280","  290","0.0","21.0","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-26","8.05"," 1715"," 1715","0.00",,,,"71","54",,"  300","  300","0.0","16.1","17.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-27","8.50"," 1524"," 1702","0.00",,,,"70","56",,"  300","  300","0.0","19.9","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-28","11.18"," 1749"," 1706","0.00",,,,"62","53",,"  290","  290","0.0","21.0","25.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-29","10.07"," 1644"," 1551","0.00",,,,"63","53",,"  280","  280","0.0","21.0","25.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-09-30","8.95"," 1221"," 1354","0.00",,,,"64","56",,"  260","  270","0.0","17.9","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-01","4.92"," 1950"," 1231","0.00",,,,"63","56",,"  290","  280","0.0","10.1","14.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-02","5.59"," 1702"," 1652","0.00",,,,"66","53",,"  280","  290","0.0","15.0","17.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-03","5.82"," 1536"," 0300","0.00",,,,"65","50",,"  280","  210","0.0","16.1","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-04","5.37"," 1302"," 1244","0.23",,,,"64","55",,"  230","  210","0.0","15.0","17.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-05","4.47"," 2013"," 2012","0.10",,,,"63","54",,"  280","  280","0.0","16.1","19.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-06","9.62"," 1637"," 1636","0.00",,,,"60","55",,"  260","  260","0.0","17.9","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-07","7.83"," 1703"," 1701","0.00",,,,"70","52",,"  280","  280","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-08","5.14"," 1813"," 1645","0.00",,,,"79","50",,"  280","  280","0.0","17.9","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-09","6.93"," 1632"," 1630","0.00",,,,"77","52",,"  290","  290","0.0","19.9","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-10","5.37"," 1621"," 1533","0.00",,,,"70","52",,"  270","  290","0.0","16.1","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-11","7.61"," 1624"," 1445","0.00",,,,"72","53",,"  290","  290","0.0","21.0","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-12","9.40"," 1700"," 1430","0.00",,,,"67","52",,"  290","  300","0.0","23.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-13","8.05"," 1406"," 1406","0.00",,,,"66","51",,"  280","  280","0.0","21.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-14","8.50"," 1457"," 1532","0.00",,,,"63","55",,"  250","  260","0.0","19.9","36.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-15","10.07"," 1557"," 1556","0.00",,,,"58","55",,"  280","  280","0.0","17.9","21.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-16","14.76"," 1546"," 1528","0.00",,,,"65","56",,"  280","  260","0.0","34.9","40.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-17","8.28"," 1633"," 1630","0.00",,,,"69","51",,"  270","  270","0.0","23.0","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-18","6.26"," 1803"," 1803","0.00",,,,"73","50",,"  290","  290","0.0","17.9","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-19","5.14"," 1526"," 1525","0.00",,,,"78","50",,"  280","  280","0.0","17.0","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-20","5.37"," 1648"," 1654","0.00",,,,"80","55",,"  280","  270","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-21","4.03"," 2244"," 2148","0.00",,,,"81","54",,"  270","  280","0.0","10.1","13.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-22","7.83"," 1516"," 1515","0.00",,,,"75","53",,"  290","  290","0.0","21.9","25.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-23","8.72"," 1720"," 1824","0.00",,,,"73","49",,"  280","  270","0.0","23.0","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-24","10.96"," 1523"," 1522","0.00",,,,"64","53",,"  290","  290","0.0","19.9","23.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-25","7.16"," 1242"," 1329","0.00",,,,"72","49",,"  340","   10","0.0","25.1","34.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-26","3.58"," 0807"," 0713","0.00",,,,"75","51",,"   80","  120","0.0","12.1","17.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-27","1.57"," 0529"," 1426","0.00",,,,"74","50",,"   10","   40","0.0","8.1","10.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-28","6.04"," 1941"," 1940","0.00",,,,"77","50",,"  290","  290","0.0","17.0","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-29","10.51"," 1523"," 1522","0.00",,,,"61","47",,"  290","  280","0.0","21.9","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-30","8.95"," 1437"," 1518","0.00",,,,"60","45",,"  260","  270","0.0","17.9","21.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-10-31","6.71"," 1421"," 1421","0.00",,,,"60","50",,"  280","  270","0.0","19.9","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-01","4.70"," 2049"," 2048","0.02",,,,"64","49",,"  140","  150","0.0","15.0","17.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-02","7.83"," 1409"," 1615","0.24",,,,"65","54",,"  190","  210","0.0","19.9","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-03","6.71"," 1410"," 1140","0.00",,,,"67","57",,"  270","  340","0.0","15.0","23.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-04","6.26"," 2042"," 1554","0.00",,,,"65","58",,"  270","  340","0.0","15.0","19.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-05","5.82"," 1907"," 1906","0.00",,,,"70","52",,"  270","  270","0.0","17.0","19.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-06","5.82"," 1711"," 1927","0.00",,,,"73","55",,"  280","  290","0.0","21.0","23.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-07","9.40"," 1434"," 1433","0.00",,,,"72","56",,"  270","  270","0.0","23.9","29.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-08","17.90"," 1448"," 1507","0.02",,,,"63","55",,"  280","  280","0.0","36.9","45.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-09","9.17"," 1628"," 1628","0.00",,,,"63","50",,"  280","  280","0.0","17.9","21.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-10","5.37"," 1507"," 1619","0.00",,,,"62","45",,"  280","  270","0.0","17.9","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-11","10.51"," 0809"," 0808","0.25",,,,"59","50",,"  270","  280","0.0","29.1","32.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-12","4.70"," 1759"," 1736","0.00",,,,"60","43",,"  290","  280","0.0","12.1","14.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-13","12.97"," 2321"," 2320","0.75",,,,"62","48",,"  250","  250","0.0","25.9","33.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-14","12.53"," 0059"," 0056","0.00",,,,"61","50",,"  260","  260","0.0","23.9","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-15","4.47"," 1820"," 1817","0.00",,,,"62","47",,"  270","  270","0.0","17.0","21.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-16","2.24"," 0706"," 1455","0.00",,,,"62","51",,"  130","   30","0.0","8.1","10.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-17","4.92"," 1701"," 1659","0.00",,,,"63","53",,"  270","  280","0.0","19.9","21.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-18","4.25"," 1901"," 0716","0.00",,,,"67","49",,"  280","  210","0.0","14.1","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-19","4.47"," 1835"," 1708","0.00",,,,"62","52",,"  270","  280","0.0","15.0","17.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-20","2.46"," 2123"," 2121","0.00",,,,"61","53",,"  290","  290","0.0","8.9","12.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-21","4.70"," 0145"," 1515","0.00",,,,"63","52",,"  300","  290","0.0","14.1","15.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-22","6.49"," 2120"," 2119","0.06",,,,"62","50",,"  290","  290","0.0","17.9","23.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-23","9.17"," 1043"," 1158","0.00",,,,"60","45",,"   10","  350","0.0","16.1","17.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-24","6.93"," 1903"," 1859","0.00",,,,"58","40",,"  280","  280","0.0","23.9","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-25","10.29"," 1355"," 1356","0.00",,,,"60","44",,"  280","  280","0.0","23.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-26","7.61"," 1427"," 1427","0.25",,,,"54","44",,"  160","  160","0.0","25.1","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-27","11.18"," 1404"," 1255","0.05",,,,"55","46",,"  280","  280","0.0","21.9","25.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-28","10.96"," 1448"," 1447","0.00",,,,"53","43",,"  280","  280","0.0","21.9","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-29","7.61"," 0836"," 0823","0.00",,,,"54","42",,"   20","  360","0.0","23.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-11-30","4.03"," 1945"," 0823","0.00",,,,"56","40",,"   60","  170","0.0","13.0","16.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-01","2.46"," 1635"," 1639","0.00",,,,"60","40",,"  280","  290","0.0","15.0","17.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-02","6.04"," 0648"," 0648","0.00",,,,"62","38",,"   50","   50","0.0","21.0","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-03","3.80"," 1037"," 1038","0.00",,,,"61","43",,"  100","   90","0.0","15.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-04","1.79"," 2122"," 1605","0.00",,,,"60","41",,"  300","  200","0.0","6.9","8.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-05","1.34"," 1125"," 1602","0.00",,,,"64","41",,"   20","  180","0.0","6.9","13.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-06","1.79"," 2145"," 1638","0.00",,,,"62","42",,"  210","  190","0.0","6.0","19.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-07","2.01"," 1259"," 0938","0.00",,,,"59","40",,"   10","   90","0.0","8.1","17.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-08","12.53"," 1436"," 1443","0.28",,,,"66","45",,"  120","  130","0.0","34.9","40.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-09","13.42"," 1627"," 1604","0.62",,,,"62","52",,"  170","  170","0.0","33.1","45.0","    1","    1",,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-10","7.61"," 0004"," 0000","0.26",,,,"59","48",,"  250","  260","0.0","29.1","38.0","    1","    1",,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-11","4.47"," 0929"," 2248","0.01",,,,"58","44",,"  130","  160","0.0","14.1","16.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-12","7.83"," 0241"," 0833","1.16",,,,"65","53",,"   80","  130","0.0","16.1","21.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-13","4.25"," 0625"," 0421","0.04",,,,"58","55",,"  110","  150","0.0","10.1","16.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-14","4.70"," 2258"," 2250","0.00",,,,"61","55",,"  190","  200","0.0","14.1","16.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-15","11.63"," 0544"," 0341","0.03",,,,"58","49",,"  280","  280","0.0","23.0","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-16","8.72"," 1844"," 1843","0.00",,,,"51","39",,"  290","  300","0.0","25.1","36.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-17","6.04"," 1715"," 0337","0.00",,,,"52","39",,"   30","  300","0.0","15.0","17.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-18","3.13"," 1815"," 1120","0.00",,,,"55","35",,"  280","  200","0.0","14.1","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-19","2.24"," 0547"," 0946","0.00",,,,"51","35",,"  150","  130","0.0","8.1","8.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-20","2.01"," 2313"," 2313","0.00",,,,"50","36",,"  120","  120","0.0","6.9","8.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-21","5.14"," 1902"," 1102","0.44",,,,"55","44",,"  360","  150","0.0","23.0","44.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-22","3.58"," 1214",,"0.01",,,,"55","45",,"  290",,"0.0","13.0",,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-23","4.03"," 2253"," 2253","0.00",,,,"53","40",,"   60","   60","0.0","12.1","13.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-24","4.25"," 1453"," 0936","0.00",,,,"52","42",,"   40","  200","0.0","12.1","17.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-25","1.79"," 2359"," 1043","0.00",,,,"53","44",,"  300","  150","0.0","12.1","19.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-26","16.33"," 1841"," 1840","0.48",,,,"63","50",,"  200","  200","0.0","38.0","49.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-27","27.51"," 0800"," 0800","0.04",,,,"55","46",,"  290","  280","0.0","46.1","59.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-28","14.32"," 0900"," 0859","0.00",,,,"57","43",,"  350","  340","0.0","29.1","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-29","3.13"," 1741"," 1753","0.00",,,,"53","37",,"  280","  280","0.0","12.1","13.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-30","3.80"," 1741"," 1918","0.00",,,,"53","38",,"  270","  280","0.0","14.1","15.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.61962","-122.36562","3.2","2006-12-31","3.80"," 2042"," 1859","0.00",,,,"51","47",,"  280","  290","0.0","8.9","13.0","    1",,,,,
